user_id,movie_id,rating
user_1,movie_14,2
user_1,movie_40,1
user_1,movie_31,2
user_1,movie_46,5
user_1,movie_18,2
user_1,movie_49,4
user_1,movie_27,4
user_1,movie_26,4
user_1,movie_33,4
user_1,movie_20,5
user_2,movie_42,1
user_2,movie_5,3
user_2,movie_41,5
user_2,movie_44,2
user_2,movie_11,2
user_2,movie_46,1
user_2,movie_3,4
user_2,movie_39,1
user_2,movie_48,4
user_2,movie_12,2
user_3,movie_8,4
user_3,movie_47,4
user_3,movie_34,4
user_3,movie_28,4
user_3,movie_18,4
user_3,movie_30,3
user_3,movie_2,2
user_3,movie_12,4
user_3,movie_6,1
user_3,movie_38,1
user_4,movie_14,3
user_4,movie_47,1
user_4,movie_23,1
user_4,movie_11,4
user_4,movie_16,3
user_4,movie_48,5
user_4,movie_18,3
user_4,movie_29,4
user_4,movie_43,4
user_4,movie_40,3
user_5,movie_42,4
user_5,movie_22,4
user_5,movie_14,3
user_5,movie_46,1
user_5,movie_8,3
user_5,movie_21,1
user_5,movie_6,5
user_5,movie_4,2
user_5,movie_44,2
user_5,movie_15,2
user_6,movie_9,3
user_6,movie_25,4
user_6,movie_24,1
user_6,movie_39,4
user_6,movie_10,5
user_6,movie_11,5
user_6,movie_32,1
user_6,movie_37,3
user_6,movie_18,2
user_6,movie_29,1
user_7,movie_10,1
user_7,movie_43,4
user_7,movie_34,2
user_7,movie_35,3
user_7,movie_5,4
user_7,movie_11,5
user_7,movie_21,1
user_7,movie_15,5
user_7,movie_6,4
user_7,movie_37,4
user_8,movie_47,1
user_8,movie_34,4
user_8,movie_27,5
user_8,movie_22,4
user_8,movie_20,2
user_8,movie_18,2
user_8,movie_36,5
user_8,movie_14,4
user_8,movie_11,1
user_8,movie_10,5
user_9,movie_17,2
user_9,movie_22,2
user_9,movie_6,2
user_9,movie_39,3
user_9,movie_9,1
user_9,movie_46,4
user_9,movie_7,2
user_9,movie_47,5
user_9,movie_15,2
user_9,movie_45,5
user_10,movie_50,3
user_10,movie_44,5
user_10,movie_1,4
user_10,movie_8,5
user_10,movie_6,1
user_10,movie_33,5
user_10,movie_2,5
user_10,movie_15,2
user_10,movie_43,2
user_10,movie_7,2
user_11,movie_44,2
user_11,movie_28,4
user_11,movie_34,4
user_11,movie_25,5
user_11,movie_31,1
user_11,movie_36,1
user_11,movie_45,3
user_11,movie_41,5
user_11,movie_14,4
user_11,movie_21,1
user_12,movie_34,4
user_12,movie_26,3
user_12,movie_30,1
user_12,movie_48,1
user_12,movie_7,1
user_12,movie_9,5
user_12,movie_24,4
user_12,movie_2,5
user_12,movie_13,4
user_12,movie_45,5
user_13,movie_8,1
user_13,movie_14,1
user_13,movie_4,3
user_13,movie_34,5
user_13,movie_39,5
user_13,movie_48,4
user_13,movie_24,1
user_13,movie_23,1
user_13,movie_42,2
user_13,movie_12,4
user_14,movie_16,5
user_14,movie_22,2
user_14,movie_13,5
user_14,movie_9,3
user_14,movie_48,3
user_14,movie_49,3
user_14,movie_33,3
user_14,movie_36,1
user_14,movie_4,3
user_14,movie_42,4
user_15,movie_48,3
user_15,movie_30,3
user_15,movie_24,3
user_15,movie_20,4
user_15,movie_23,5
user_15,movie_42,2
user_15,movie_44,2
user_15,movie_10,3
user_15,movie_7,3
user_15,movie_34,1
user_16,movie_31,1
user_16,movie_27,3
user_16,movie_16,3
user_16,movie_21,5
user_16,movie_35,4
user_16,movie_38,2
user_16,movie_50,4
user_16,movie_29,4
user_16,movie_7,3
user_16,movie_11,4
user_17,movie_23,3
user_17,movie_32,1
user_17,movie_22,5
user_17,movie_29,4
user_17,movie_34,4
user_17,movie_9,2
user_17,movie_17,5
user_17,movie_16,3
user_17,movie_21,1
user_17,movie_25,2
user_18,movie_27,3
user_18,movie_42,2
user_18,movie_31,4
user_18,movie_28,5
user_18,movie_36,1
user_18,movie_3,4
user_18,movie_46,3
user_18,movie_32,4
user_18,movie_2,5
user_18,movie_16,1
user_19,movie_23,4
user_19,movie_48,4
user_19,movie_21,4
user_19,movie_3,5
user_19,movie_9,5
user_19,movie_1,2
user_19,movie_25,1
user_19,movie_14,4
user_19,movie_26,2
user_19,movie_18,1
user_20,movie_19,3
user_20,movie_13,2
user_20,movie_49,4
user_20,movie_32,2
user_20,movie_42,5
user_20,movie_5,1
user_20,movie_39,1
user_20,movie_4,4
user_20,movie_50,1
user_20,movie_27,1
user_21,movie_9,3
user_21,movie_41,5
user_21,movie_43,1
user_21,movie_25,5
user_21,movie_11,3
user_21,movie_5,3
user_21,movie_12,1
user_21,movie_50,4
user_21,movie_35,2
user_21,movie_24,3
user_22,movie_49,4
user_22,movie_34,1
user_22,movie_8,2
user_22,movie_28,3
user_22,movie_17,1
user_22,movie_13,2
user_22,movie_47,3
user_22,movie_26,1
user_22,movie_9,1
user_22,movie_6,2
user_23,movie_33,5
user_23,movie_38,5
user_23,movie_47,3
user_23,movie_44,3
user_23,movie_19,4
user_23,movie_27,1
user_23,movie_14,3
user_23,movie_3,3
user_23,movie_24,2
user_23,movie_20,5
user_24,movie_24,1
user_24,movie_16,2
user_24,movie_4,1
user_24,movie_23,4
user_24,movie_15,3
user_24,movie_13,2
user_24,movie_48,1
user_24,movie_14,5
user_24,movie_11,2
user_24,movie_30,2
user_25,movie_19,5
user_25,movie_41,2
user_25,movie_32,4
user_25,movie_25,2
user_25,movie_39,3
user_25,movie_6,2
user_25,movie_36,2
user_25,movie_4,3
user_25,movie_1,5
user_25,movie_50,5
user_26,movie_26,1
user_26,movie_28,4
user_26,movie_48,4
user_26,movie_2,3
user_26,movie_34,4
user_26,movie_22,5
user_26,movie_38,5
user_26,movie_8,3
user_26,movie_7,5
user_26,movie_6,2
user_27,movie_1,3
user_27,movie_30,5
user_27,movie_31,2
user_27,movie_7,2
user_27,movie_27,5
user_27,movie_28,4
user_27,movie_21,5
user_27,movie_36,4
user_27,movie_42,5
user_27,movie_29,5
user_28,movie_37,4
user_28,movie_14,2
user_28,movie_1,5
user_28,movie_18,3
user_28,movie_8,1
user_28,movie_22,1
user_28,movie_2,1
user_28,movie_15,2
user_28,movie_50,4
user_28,movie_36,5
user_29,movie_9,2
user_29,movie_16,2
user_29,movie_5,5
user_29,movie_2,4
user_29,movie_8,1
user_29,movie_24,3
user_29,movie_23,5
user_29,movie_49,1
user_29,movie_21,5
user_29,movie_45,5
user_30,movie_38,4
user_30,movie_13,2
user_30,movie_46,3
user_30,movie_10,4
user_30,movie_44,1
user_30,movie_23,1
user_30,movie_7,4
user_30,movie_4,4
user_30,movie_24,4
user_30,movie_33,1
user_31,movie_4,2
user_31,movie_3,2
user_31,movie_27,2
user_31,movie_7,2
user_31,movie_33,2
user_31,movie_50,2
user_31,movie_5,4
user_31,movie_23,1
user_31,movie_37,3
user_31,movie_43,5
user_32,movie_17,1
user_32,movie_1,3
user_32,movie_23,3
user_32,movie_38,4
user_32,movie_25,2
user_32,movie_44,3
user_32,movie_2,3
user_32,movie_33,5
user_32,movie_27,5
user_32,movie_34,1
user_33,movie_39,5
user_33,movie_23,1
user_33,movie_16,4
user_33,movie_11,2
user_33,movie_29,1
user_33,movie_17,3
user_33,movie_33,1
user_33,movie_9,1
user_33,movie_5,4
user_33,movie_40,2
user_34,movie_42,2
user_34,movie_7,5
user_34,movie_49,1
user_34,movie_39,3
user_34,movie_38,5
user_34,movie_21,5
user_34,movie_34,3
user_34,movie_2,5
user_34,movie_4,1
user_34,movie_6,1
user_35,movie_27,5
user_35,movie_40,5
user_35,movie_7,1
user_35,movie_3,2
user_35,movie_35,4
user_35,movie_13,2
user_35,movie_4,2
user_35,movie_28,1
user_35,movie_9,1
user_35,movie_50,1
user_36,movie_39,5
user_36,movie_28,2
user_36,movie_35,2
user_36,movie_5,4
user_36,movie_30,5
user_36,movie_2,5
user_36,movie_32,2
user_36,movie_29,1
user_36,movie_8,4
user_36,movie_14,5
user_37,movie_5,1
user_37,movie_29,2
user_37,movie_12,5
user_37,movie_7,2
user_37,movie_31,4
user_37,movie_35,4
user_37,movie_39,4
user_37,movie_41,1
user_37,movie_9,4
user_37,movie_17,5
user_38,movie_41,1
user_38,movie_48,5
user_38,movie_11,5
user_38,movie_37,1
user_38,movie_45,1
user_38,movie_17,2
user_38,movie_46,3
user_38,movie_6,5
user_38,movie_14,2
user_38,movie_23,3
user_39,movie_18,4
user_39,movie_23,4
user_39,movie_14,2
user_39,movie_15,4
user_39,movie_40,5
user_39,movie_29,5
user_39,movie_31,5
user_39,movie_28,1
user_39,movie_45,2
user_39,movie_47,1
user_40,movie_39,3
user_40,movie_10,3
user_40,movie_31,4
user_40,movie_40,5
user_40,movie_48,4
user_40,movie_19,2
user_40,movie_29,4
user_40,movie_43,1
user_40,movie_35,2
user_40,movie_24,2
user_41,movie_11,4
user_41,movie_26,1
user_41,movie_8,4
user_41,movie_37,5
user_41,movie_47,4
user_41,movie_40,4
user_41,movie_5,4
user_41,movie_19,5
user_41,movie_17,4
user_41,movie_38,2
user_42,movie_33,5
user_42,movie_13,3
user_42,movie_28,3
user_42,movie_27,4
user_42,movie_37,5
user_42,movie_36,5
user_42,movie_49,5
user_42,movie_26,2
user_42,movie_38,3
user_42,movie_35,5
user_43,movie_19,4
user_43,movie_22,5
user_43,movie_7,4
user_43,movie_12,3
user_43,movie_35,2
user_43,movie_44,3
user_43,movie_28,1
user_43,movie_27,1
user_43,movie_25,4
user_43,movie_34,5
user_44,movie_28,1
user_44,movie_18,1
user_44,movie_29,1
user_44,movie_25,2
user_44,movie_3,2
user_44,movie_40,2
user_44,movie_2,5
user_44,movie_42,4
user_44,movie_9,4
user_44,movie_30,3
user_45,movie_41,5
user_45,movie_33,5
user_45,movie_45,2
user_45,movie_1,2
user_45,movie_43,5
user_45,movie_6,5
user_45,movie_46,4
user_45,movie_4,3
user_45,movie_50,2
user_45,movie_23,3
user_46,movie_27,4
user_46,movie_26,3
user_46,movie_31,3
user_46,movie_18,3
user_46,movie_41,5
user_46,movie_20,2
user_46,movie_39,4
user_46,movie_32,5
user_46,movie_40,4
user_46,movie_46,4
user_47,movie_28,1
user_47,movie_9,3
user_47,movie_15,4
user_47,movie_27,3
user_47,movie_8,3
user_47,movie_1,1
user_47,movie_48,4
user_47,movie_25,5
user_47,movie_11,1
user_47,movie_31,1
user_48,movie_12,1
user_48,movie_8,4
user_48,movie_40,4
user_48,movie_45,4
user_48,movie_24,1
user_48,movie_2,4
user_48,movie_7,1
user_48,movie_41,4
user_48,movie_42,5
user_48,movie_29,4
user_49,movie_17,3
user_49,movie_24,1
user_49,movie_44,5
user_49,movie_32,4
user_49,movie_37,1
user_49,movie_3,5
user_49,movie_29,1
user_49,movie_2,1
user_49,movie_43,2
user_49,movie_48,5
user_50,movie_9,4
user_50,movie_38,5
user_50,movie_14,4
user_50,movie_23,4
user_50,movie_50,3
user_50,movie_30,5
user_50,movie_20,1
user_50,movie_31,2
user_50,movie_46,4
user_50,movie_13,2
user_51,movie_13,4
user_51,movie_1,1
user_51,movie_17,5
user_51,movie_18,4
user_51,movie_43,3
user_51,movie_20,5
user_51,movie_22,4
user_51,movie_26,3
user_51,movie_47,1
user_51,movie_7,4
user_52,movie_22,2
user_52,movie_14,1
user_52,movie_47,5
user_52,movie_43,3
user_52,movie_10,4
user_52,movie_7,2
user_52,movie_32,1
user_52,movie_40,3
user_52,movie_49,2
user_52,movie_17,2
user_53,movie_43,3
user_53,movie_26,3
user_53,movie_38,3
user_53,movie_13,2
user_53,movie_10,4
user_53,movie_39,5
user_53,movie_45,3
user_53,movie_19,3
user_53,movie_18,3
user_53,movie_29,4
user_54,movie_35,5
user_54,movie_32,1
user_54,movie_2,5
user_54,movie_12,1
user_54,movie_30,4
user_54,movie_16,3
user_54,movie_13,3
user_54,movie_45,2
user_54,movie_10,5
user_54,movie_47,5
user_55,movie_27,1
user_55,movie_39,2
user_55,movie_10,1
user_55,movie_50,5
user_55,movie_40,4
user_55,movie_11,2
user_55,movie_47,3
user_55,movie_21,3
user_55,movie_2,4
user_55,movie_13,2
user_56,movie_41,4
user_56,movie_25,2
user_56,movie_2,5
user_56,movie_6,1
user_56,movie_16,3
user_56,movie_10,5
user_56,movie_4,1
user_56,movie_37,4
user_56,movie_5,2
user_56,movie_39,2
user_57,movie_35,1
user_57,movie_49,1
user_57,movie_27,4
user_57,movie_31,5
user_57,movie_44,3
user_57,movie_48,2
user_57,movie_5,4
user_57,movie_23,3
user_57,movie_38,5
user_57,movie_17,1
user_58,movie_37,5
user_58,movie_17,3
user_58,movie_13,3
user_58,movie_31,3
user_58,movie_9,5
user_58,movie_21,4
user_58,movie_14,2
user_58,movie_22,3
user_58,movie_12,3
user_58,movie_49,3
user_59,movie_25,5
user_59,movie_48,2
user_59,movie_39,3
user_59,movie_26,4
user_59,movie_8,3
user_59,movie_12,5
user_59,movie_14,1
user_59,movie_41,3
user_59,movie_7,4
user_59,movie_11,2
user_60,movie_2,2
user_60,movie_38,1
user_60,movie_23,3
user_60,movie_29,5
user_60,movie_43,3
user_60,movie_3,2
user_60,movie_13,4
user_60,movie_18,3
user_60,movie_1,4
user_60,movie_30,5
user_61,movie_18,5
user_61,movie_50,5
user_61,movie_6,5
user_61,movie_37,4
user_61,movie_20,1
user_61,movie_4,1
user_61,movie_27,4
user_61,movie_23,3
user_61,movie_36,2
user_61,movie_7,1
user_62,movie_21,5
user_62,movie_42,3
user_62,movie_47,1
user_62,movie_12,1
user_62,movie_28,1
user_62,movie_9,2
user_62,movie_27,2
user_62,movie_1,4
user_62,movie_49,4
user_62,movie_5,4
user_63,movie_26,3
user_63,movie_16,5
user_63,movie_42,3
user_63,movie_36,1
user_63,movie_7,4
user_63,movie_10,3
user_63,movie_19,5
user_63,movie_3,1
user_63,movie_1,2
user_63,movie_41,2
user_64,movie_38,3
user_64,movie_18,1
user_64,movie_1,4
user_64,movie_6,5
user_64,movie_26,5
user_64,movie_36,5
user_64,movie_8,2
user_64,movie_39,1
user_64,movie_35,4
user_64,movie_42,2
user_65,movie_9,5
user_65,movie_34,1
user_65,movie_19,1
user_65,movie_29,2
user_65,movie_39,4
user_65,movie_26,1
user_65,movie_33,4
user_65,movie_5,3
user_65,movie_32,5
user_65,movie_46,4
user_66,movie_40,4
user_66,movie_27,4
user_66,movie_16,3
user_66,movie_6,3
user_66,movie_45,1
user_66,movie_38,1
user_66,movie_48,4
user_66,movie_2,4
user_66,movie_21,1
user_66,movie_17,1
user_67,movie_50,1
user_67,movie_37,2
user_67,movie_7,3
user_67,movie_43,2
user_67,movie_35,2
user_67,movie_2,4
user_67,movie_39,4
user_67,movie_31,3
user_67,movie_42,5
user_67,movie_29,3
user_68,movie_28,1
user_68,movie_42,5
user_68,movie_35,1
user_68,movie_7,3
user_68,movie_39,4
user_68,movie_44,4
user_68,movie_14,5
user_68,movie_38,3
user_68,movie_33,3
user_68,movie_3,1
user_69,movie_28,2
user_69,movie_6,4
user_69,movie_8,5
user_69,movie_47,5
user_69,movie_21,1
user_69,movie_44,3
user_69,movie_36,4
user_69,movie_25,1
user_69,movie_16,3
user_69,movie_19,4
user_70,movie_43,5
user_70,movie_28,1
user_70,movie_2,3
user_70,movie_26,3
user_70,movie_11,1
user_70,movie_33,3
user_70,movie_47,4
user_70,movie_19,5
user_70,movie_32,5
user_70,movie_50,1
user_71,movie_18,1
user_71,movie_12,1
user_71,movie_26,3
user_71,movie_35,2
user_71,movie_40,4
user_71,movie_20,4
user_71,movie_39,2
user_71,movie_3,1
user_71,movie_5,3
user_71,movie_48,3
user_72,movie_15,5
user_72,movie_43,3
user_72,movie_18,5
user_72,movie_37,3
user_72,movie_39,4
user_72,movie_22,1
user_72,movie_25,1
user_72,movie_9,5
user_72,movie_21,1
user_72,movie_31,4
user_73,movie_16,2
user_73,movie_25,2
user_73,movie_38,1
user_73,movie_36,3
user_73,movie_11,2
user_73,movie_42,4
user_73,movie_3,2
user_73,movie_1,2
user_73,movie_35,3
user_73,movie_40,3
user_74,movie_5,4
user_74,movie_18,1
user_74,movie_28,5
user_74,movie_36,2
user_74,movie_42,1
user_74,movie_8,2
user_74,movie_21,2
user_74,movie_7,3
user_74,movie_17,2
user_74,movie_11,3
user_75,movie_34,1
user_75,movie_43,5
user_75,movie_38,3
user_75,movie_30,1
user_75,movie_14,1
user_75,movie_50,4
user_75,movie_12,4
user_75,movie_7,1
user_75,movie_49,5
user_75,movie_40,1
user_76,movie_12,5
user_76,movie_9,1
user_76,movie_16,4
user_76,movie_8,4
user_76,movie_26,4
user_76,movie_30,3
user_76,movie_45,2
user_76,movie_31,1
user_76,movie_48,5
user_76,movie_49,5
user_77,movie_26,3
user_77,movie_18,2
user_77,movie_28,3
user_77,movie_29,2
user_77,movie_19,2
user_77,movie_48,4
user_77,movie_4,3
user_77,movie_43,4
user_77,movie_11,2
user_77,movie_2,1
user_78,movie_26,5
user_78,movie_4,3
user_78,movie_41,5
user_78,movie_30,5
user_78,movie_6,3
user_78,movie_40,2
user_78,movie_48,4
user_78,movie_43,1
user_78,movie_12,4
user_78,movie_47,1
user_79,movie_50,3
user_79,movie_28,4
user_79,movie_21,4
user_79,movie_5,3
user_79,movie_24,2
user_79,movie_43,3
user_79,movie_42,3
user_79,movie_9,3
user_79,movie_26,2
user_79,movie_36,1
user_80,movie_27,1
user_80,movie_1,2
user_80,movie_47,2
user_80,movie_46,2
user_80,movie_22,4
user_80,movie_2,3
user_80,movie_24,2
user_80,movie_20,2
user_80,movie_14,1
user_80,movie_40,1
user_81,movie_42,3
user_81,movie_37,1
user_81,movie_43,5
user_81,movie_14,3
user_81,movie_35,4
user_81,movie_16,4
user_81,movie_17,3
user_81,movie_11,5
user_81,movie_40,3
user_81,movie_9,5
user_82,movie_36,3
user_82,movie_33,5
user_82,movie_1,3
user_82,movie_12,5
user_82,movie_28,4
user_82,movie_6,2
user_82,movie_47,4
user_82,movie_8,1
user_82,movie_7,2
user_82,movie_32,4
user_83,movie_39,5
user_83,movie_24,5
user_83,movie_2,2
user_83,movie_50,5
user_83,movie_9,1
user_83,movie_3,2
user_83,movie_13,4
user_83,movie_35,2
user_83,movie_30,3
user_83,movie_6,4
user_84,movie_37,2
user_84,movie_34,4
user_84,movie_45,5
user_84,movie_18,4
user_84,movie_6,3
user_84,movie_33,5
user_84,movie_4,1
user_84,movie_31,4
user_84,movie_25,3
user_84,movie_2,5
user_85,movie_44,2
user_85,movie_21,5
user_85,movie_15,1
user_85,movie_48,1
user_85,movie_34,4
user_85,movie_50,2
user_85,movie_42,3
user_85,movie_45,5
user_85,movie_41,2
user_85,movie_20,5
user_86,movie_1,1
user_86,movie_5,3
user_86,movie_29,5
user_86,movie_11,5
user_86,movie_43,4
user_86,movie_33,1
user_86,movie_10,1
user_86,movie_30,5
user_86,movie_49,2
user_86,movie_48,4
user_87,movie_12,4
user_87,movie_6,2
user_87,movie_9,4
user_87,movie_48,5
user_87,movie_3,4
user_87,movie_50,1
user_87,movie_25,1
user_87,movie_28,4
user_87,movie_10,1
user_87,movie_49,1
user_88,movie_46,3
user_88,movie_7,4
user_88,movie_10,2
user_88,movie_20,5
user_88,movie_4,3
user_88,movie_36,4
user_88,movie_2,4
user_88,movie_37,2
user_88,movie_19,1
user_88,movie_43,3
user_89,movie_47,1
user_89,movie_7,5
user_89,movie_46,4
user_89,movie_48,2
user_89,movie_42,2
user_89,movie_21,2
user_89,movie_20,4
user_89,movie_11,4
user_89,movie_5,4
user_89,movie_22,1
user_90,movie_28,1
user_90,movie_41,3
user_90,movie_14,2
user_90,movie_49,1
user_90,movie_13,4
user_90,movie_44,3
user_90,movie_48,3
user_90,movie_29,4
user_90,movie_32,4
user_90,movie_34,4
user_91,movie_4,3
user_91,movie_14,5
user_91,movie_2,1
user_91,movie_19,5
user_91,movie_5,3
user_91,movie_7,4
user_91,movie_44,5
user_91,movie_24,2
user_91,movie_11,1
user_91,movie_37,1
user_92,movie_9,5
user_92,movie_38,2
user_92,movie_31,4
user_92,movie_27,3
user_92,movie_21,2
user_92,movie_35,5
user_92,movie_30,1
user_92,movie_22,3
user_92,movie_2,2
user_92,movie_25,2
user_93,movie_13,1
user_93,movie_35,4
user_93,movie_2,4
user_93,movie_7,1
user_93,movie_46,2
user_93,movie_22,1
user_93,movie_26,3
user_93,movie_19,1
user_93,movie_1,1
user_93,movie_12,2
user_94,movie_9,2
user_94,movie_43,2
user_94,movie_8,3
user_94,movie_37,3
user_94,movie_36,3
user_94,movie_26,4
user_94,movie_4,4
user_94,movie_24,5
user_94,movie_6,3
user_94,movie_20,1
user_95,movie_9,5
user_95,movie_33,4
user_95,movie_47,4
user_95,movie_1,4
user_95,movie_40,4
user_95,movie_27,1
user_95,movie_11,3
user_95,movie_48,3
user_95,movie_43,4
user_95,movie_22,1
user_96,movie_35,1
user_96,movie_36,3
user_96,movie_38,4
user_96,movie_12,1
user_96,movie_6,4
user_96,movie_43,5
user_96,movie_40,2
user_96,movie_48,2
user_96,movie_26,2
user_96,movie_15,4
user_97,movie_41,2
user_97,movie_49,1
user_97,movie_18,2
user_97,movie_14,1
user_97,movie_7,2
user_97,movie_48,4
user_97,movie_21,4
user_97,movie_46,2
user_97,movie_17,1
user_97,movie_35,3
user_98,movie_50,5
user_98,movie_11,4
user_98,movie_33,1
user_98,movie_8,1
user_98,movie_9,4
user_98,movie_17,2
user_98,movie_39,5
user_98,movie_35,5
user_98,movie_42,3
user_98,movie_5,4
user_99,movie_26,1
user_99,movie_45,2
user_99,movie_18,5
user_99,movie_42,4
user_99,movie_41,5
user_99,movie_38,3
user_99,movie_48,1
user_99,movie_21,3
user_99,movie_4,4
user_99,movie_3,3
user_100,movie_14,4
user_100,movie_50,1
user_100,movie_1,3
user_100,movie_29,3
user_100,movie_41,4
user_100,movie_21,3
user_100,movie_34,5
user_100,movie_18,4
user_100,movie_2,1
user_100,movie_6,4
